ORPHAcode,Disorder name,Disorder type,Gene symbol,Gene name,Gene type,Gene synonyms,Locus,Validation source
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ROR1,receptor tyrosine kinase like orphan receptor 1,gene with protein product,,"[{'GeneLocus': '1p31.3', 'LocusKey': 1}]",27162350[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,WBP2,WW domain binding protein 2,gene with protein product,"['GRAMD6', 'WBP-2']","[{'GeneLocus': '17q25.1', 'LocusKey': 1}]",26881968[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,EPS8L2,EPS8 signaling adaptor L2,gene with protein product,"['Epidermal growth factor receptor kinase substrate 8-like protein 2', 'FLJ21935', 'FLJ22171', 'MGC3088']","[{'GeneLocus': '11p15.5', 'LocusKey': 1}]",26282398[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,SLC26A4,solute carrier family 26 member 4,gene with protein product,"['PDS', 'Pendred syndrome', 'pendrin']","[{'GeneLocus': '7q22.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,BSND,barttin CLCNK type accessory subunit beta,gene with protein product,['BART'],"[{'GeneLocus': '1p32.3', 'LocusKey': 1}]",20301607[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CDH23,cadherin related 23,gene with protein product,"['CDHR23', 'cadherin-related family member 23']","[{'GeneLocus': '10q22.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TECTA,tectorin alpha,gene with protein product,,"[{'GeneLocus': '11q23.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TMC1,transmembrane channel like 1,gene with protein product,,"[{'GeneLocus': '9q21.13', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TMIE,transmembrane inner ear,gene with protein product,,"[{'GeneLocus': '3p21.31', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TMPRSS3,transmembrane serine protease 3,gene with protein product,,"[{'GeneLocus': '21q22.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,USH1C,USH1 protein network component harmonin,gene with protein product,"['AIE-75', 'NY-CO-37', 'NY-CO-38', 'PDZ-73', 'PDZ73', 'PDZD7C', 'harmonin']","[{'GeneLocus': '11p15.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,COL11A2,collagen type XI alpha 2 chain,gene with protein product,['HKE5'],"[{'GeneLocus': '6p21.32', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ELMOD3,ELMO domain containing 3,gene with protein product,['FLJ21977'],"[{'GeneLocus': '2p11.2', 'LocusKey': 1}]",24039609[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GJB2,gap junction protein beta 2,gene with protein product,"['CX26', 'NSRD1', 'connexin 26']","[{'GeneLocus': '13q12.11', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GJB3,gap junction protein beta 3,gene with protein product,"['CX31', 'connexin 31']","[{'GeneLocus': '1p34.3', 'LocusKey': 1}]",10587579[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GJB6,gap junction protein beta 6,gene with protein product,"['CX30', 'EDH', 'HED', 'connexin 30']","[{'GeneLocus': '13q12.11', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MET,"MET proto-oncogene, receptor tyrosine kinase",gene with protein product,"['DFNB97', 'HGFR', 'RCCP2', 'hepatocyte growth factor receptor']","[{'GeneLocus': '7q31.2', 'LocusKey': 1}]",25941349[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MYO15A,myosin XVA,gene with protein product,,"[{'GeneLocus': '17p11.2', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MYO6,myosin VI,gene with protein product,['KIAA0389'],"[{'GeneLocus': '6q14.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MYO7A,myosin VIIA,gene with protein product,['NSRD2'],"[{'GeneLocus': '11q13.5', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,OTOF,otoferlin,gene with protein product,"['DFNB6', 'FER1L2', 'fer-1-like family member 2']","[{'GeneLocus': '2p23.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,PCDH15,protocadherin related 15,gene with protein product,"['CDHR15', 'cadherin-related family member 15']","[{'GeneLocus': '10q21.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,WHRN,whirlin,gene with protein product,"['CIP98', 'PDZD7B', 'USH2D']","[{'GeneLocus': '9q32', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,STRC,stereocilin,gene with protein product,,"[{'GeneLocus': '15q15.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TRIOBP,TRIO and F-actin binding protein,gene with protein product,"['HRIHFB2122', 'KIAA1662', 'TAP68', 'Tara']","[{'GeneLocus': '22q13.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,RDX,radixin,gene with protein product,,"[{'GeneLocus': '11q22.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,LHFPL5,LHFPL tetraspan subfamily member 5,gene with protein product,"['MGC33835', 'Tmhs', 'dJ510O8.8', 'tetraspan membrane protein of hair cell stereocilia']","[{'GeneLocus': '6p21.31', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ESPN,espin,gene with protein product,,"[{'GeneLocus': '1p36.31', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ESRRB,estrogen related receptor beta,gene with protein product,"['ERR2', 'ERRb', 'ERRbeta', 'NR3B2']","[{'GeneLocus': '14q24.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MARVELD2,MARVEL domain containing 2,gene with protein product,"['FLJ30532', 'TRIC', 'tricellulin']","[{'GeneLocus': '5q13.2', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MYO3A,myosin IIIA,gene with protein product,,"[{'GeneLocus': '10p12.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,SLC26A5,solute carrier family 26 member 5,gene with protein product,"['DFNB61', 'PRESTIN', 'deafness, neurosensory, autosomal recessive, 61']","[{'GeneLocus': '7q22.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,OTOA,otoancorin,gene with protein product,"['CT108', 'cancer/testis antigen 108']","[{'GeneLocus': '16p12.2', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,PJVK,pejvakin,gene with protein product,,"[{'GeneLocus': '2q31.2', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CLDN14,claudin 14,gene with protein product,,"[{'GeneLocus': '21q22.13', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,LRTOMT,leucine rich transmembrane and O-methyltransferase domain containing,gene with protein product,"['CFAP111', 'COMT2', 'LRTOMT1', 'LRTOMT2']","[{'GeneLocus': '11q13.4', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,HGF,hepatocyte growth factor,gene with protein product,"['F-TCF', 'HGFB', 'HPTA', 'SF', 'fibroblast-derived tumor cytotoxic factor', 'hepatopoietin A', 'lung fibroblast-derived mitogen', 'scatter factor']","[{'GeneLocus': '7q21.11', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,LOXHD1,lipoxygenase homology PLAT domains 1,gene with protein product,"['FLJ32670', 'LH2D1']","[{'GeneLocus': '18q21.1', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GRXCR1,glutaredoxin and cysteine rich domain containing 1,gene with protein product,"['PPP1R88', 'protein phosphatase 1, regulatory subunit 88']","[{'GeneLocus': '4p13', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TPRN,taperin,gene with protein product,['FLJ90254'],"[{'GeneLocus': '9q34.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,PTPRQ,protein tyrosine phosphatase receptor type Q,gene with protein product,['phosphatidylinositol phosphatase PTPRQ'],"[{'GeneLocus': '12q21.31', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,SERPINB6,serpin family B member 6,gene with protein product,"['CAP', 'PTI', 'cytoplasmic antiproteinase', 'placental thrombin inhibitor']","[{'GeneLocus': '6p25.2', 'LocusKey': 1}]",24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,TBC1D24,TBC1 domain family member 24,gene with protein product,"['DFNA65', 'KIAA1171', 'TBC/LysM-associated domain containing 6', 'TLDC6', 'deafness, autosomal dominant 65', 'skywalker homolog (Drosophila)']","[{'GeneLocus': '16p13.3', 'LocusKey': 1}]",24387994[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GPSM2,G protein signaling modulator 2,gene with protein product,"['LGN', 'Pins']","[{'GeneLocus': '1p13.3', 'LocusKey': 1}]",20301607[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MSRB3,methionine sulfoxide reductase B3,gene with protein product,"['DKFZp686C1178', 'FLJ36866']","[{'GeneLocus': '12q14.3', 'LocusKey': 1}]",24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ILDR1,immunoglobulin like domain containing receptor 1,gene with protein product,"['MGC50831', 'angulin-2']","[{'GeneLocus': '3q13.33', 'LocusKey': 1}]",24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,KARS1,lysyl-tRNA synthetase 1,gene with protein product,"['KARS1', 'KARS2', 'lysine tRNA ligase']","[{'GeneLocus': '16q23.1', 'LocusKey': 1}]",23768514[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GIPC3,GIPC PDZ domain containing family member 3,gene with protein product,['DFNB95'],"[{'GeneLocus': '19p13.3', 'LocusKey': 1}]",24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CIB2,calcium and integrin binding family member 2,gene with protein product,"['KIP2', 'kinase interacting protein 2']","[{'GeneLocus': '15q25.1', 'LocusKey': 1}]",23023331[PMID]_24148127[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CABP2,calcium binding protein 2,gene with protein product,,"[{'GeneLocus': '11q13.2', 'LocusKey': 1}]",22981119[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,OTOG,otogelin,gene with protein product,"['FLJ46346', 'OTGN', 'mlemp']","[{'GeneLocus': '11p15.1', 'LocusKey': 1}]",23122587[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,PNPT1,polyribonucleotide nucleotidyltransferase 1,gene with protein product,"[""3'-5' RNA exonuclease"", 'OLD35', 'PNPase', 'Polynucleotide phosphorylase', 'old-35', 'polynucleotide phosphorylase']","[{'GeneLocus': '2p16.1', 'LocusKey': 1}]",23084290[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,OTOGL,otogelin like,gene with protein product,['FLJ90579'],"[{'GeneLocus': '12q21.31', 'LocusKey': 1}]",23122586[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,SYNE4,spectrin repeat containing nuclear envelope family member 4,gene with protein product,"['FLJ36445', 'Nesp4', 'Nesprin-4']","[{'GeneLocus': '19q13.12', 'LocusKey': 1}]",23348741[PMID]_20301607[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,SLITRK6,SLIT and NTRK like family member 6,gene with protein product,['FLJ22774'],"[{'GeneLocus': '13q31.1', 'LocusKey': 1}]",23543054[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GRXCR2,glutaredoxin and cysteine rich domain containing 2,gene with protein product,['DFNB101'],"[{'GeneLocus': '5q32', 'LocusKey': 1}]",24619944[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,EPS8,"EGFR pathway substrate 8, signaling adaptor",gene with protein product,,"[{'GeneLocus': '12p12.3', 'LocusKey': 1}]",24741995[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ADCY1,adenylate cyclase 1,gene with protein product,"['AC1', 'adenylyl cyclase subtype 1']","[{'GeneLocus': '7p12.3', 'LocusKey': 1}]",24482543[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CLIC5,chloride intracellular channel 5,gene with protein product,['DFNB102'],"[{'GeneLocus': '6p21.1', 'LocusKey': 1}]",24781754[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,RIPOR2,RHO family interacting cell polarization regulator 2,gene with protein product,"['DIFF48', 'KIAA0386', 'MYONAP', 'myogenesis-related and NCAM-associated protein homolog (chicken)']","[{'GeneLocus': '6p22.3', 'LocusKey': 1}]",24958875[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,DCDC2,doublecortin domain containing 2,gene with protein product,"['DCDC2A', 'KIAA1154', 'NPHP19', 'RU2', 'nephronophthisis 19']","[{'GeneLocus': '6p22.3', 'LocusKey': 1}]",25601850[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,ATP2B2,ATPase plasma membrane Ca2+ transporting 2,gene with protein product,"['PMCA2', 'plasma membrane Ca2+ pump 2', 'plasma membrane calcium-transporting ATPase 2']","[{'GeneLocus': '3p25.3', 'LocusKey': 1}]",15829536[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,S1PR2,sphingosine-1-phosphate receptor 2,gene with protein product,"['AGR16', 'Gpcr13', 'H218']","[{'GeneLocus': '19p13.2', 'LocusKey': 1}]",26805784[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MPZL2,myelin protein zero like 2,gene with protein product,['EVA'],"[{'GeneLocus': '11q23.3', 'LocusKey': 1}]",29961571[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,CDC14A,cell division cycle 14A,gene with protein product,"['Cdc14A1', 'Cdc14A2', 'DFNB105', 'cdc14']","[{'GeneLocus': '1p21.2', 'LocusKey': 1}]",27259055[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,GJA1,gap junction protein alpha 1,gene with protein product,"['CX43', 'ODD', 'ODOD', 'SDTY3', 'connexin 43', 'oculodentodigital dysplasia (syndactyly type III)']","[{'GeneLocus': '6q22.31', 'LocusKey': 1}]",11741837[PMID]
90636,Rare autosomal recessive non-syndromic sensorineural deafness type DFNB,Etiological subtype,MINAR2,membrane integral NOTCH2 associated receptor 2,gene with protein product,['Major intrinsically disordered NOTCH2-binding receptor 1-like'],"[{'GeneLocus': '5q23.3', 'LocusKey': 1}]",35727972[PMID]
90641,Rare mitochondrial non-syndromic sensorineural deafness,Etiological subtype,POU3F4,POU class 3 homeobox 4,gene with protein product,"['BRN4', 'DFNX2', 'OTF9', 'Octamer-binding transcription factor 9', 'brain-4']","[{'GeneLocus': 'Xq21.1', 'LocusKey': 1}]",19930154[PMID]
90641,Rare mitochondrial non-syndromic sensorineural deafness,Etiological subtype,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,gene with protein product,"['NAD4', 'NADH-ubiquinone oxidoreductase chain 4', 'ND4', 'complex I ND4 subunit']","[{'GeneLocus': 'mitochondria', 'LocusKey': 1}]",17723226[PMID]
